2025-06-08T07:19:34.475932 - New user added
2025-06-08T07:19:37.699614 - User accepted by admin
2025-06-08T07:19:39.611280 - Web activity reported
2025-06-08T07:19:39.763241 - Activity updated
User Logs:
  PID: 1, Name: systemd, CPU: 0.0%, Memory: 0.0915014370800742%
  PID: 16, Name: rcu_tasks_trace_kthread, CPU: 0.0%, Memory: 0.0%
  PID: 17, Name: ksoftirqd/0, CPU: 0.0%, Memory: 0.0%
  PID: 18, Name: rcu_preempt, CPU: 0.2%, Memory: 0.0%
  PID: 19, Name: rcu_exp_par_gp_kthread_worker/0, CPU: 0.0%, Memory: 0.0%
  PID: 20, Name: rcu_exp_gp_kthread_worker, CPU: 0.0%, Memory: 0.0%
  PID: 21, Name: migration/0, CPU: 0.0%, Memory: 0.0%
  PID: 22, Name: idle_inject/0, CPU: 0.0%, Memory: 0.0%
  PID: 23, Name: cpuhp/0, CPU: 0.0%, Memory: 0.0%
  PID: 24, Name: cpuhp/2, CPU: 0.0%, Memory: 0.0%
  PID: 25, Name: idle_inject/2, CPU: 0.0%, Memory: 0.0%
  PID: 26, Name: migration/2, CPU: 0.0%, Memory: 0.0%
  PID: 27, Name: ksoftirqd/2, CPU: 0.0%, Memory: 0.0%
  PID: 29, Name: kworker/2:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 30, Name: cpuhp/4, CPU: 0.0%, Memory: 0.0%
  PID: 31, Name: idle_inject/4, CPU: 0.0%, Memory: 0.0%
  PID: 32, Name: migration/4, CPU: 0.0%, Memory: 0.0%
  PID: 33, Name: ksoftirqd/4, CPU: 0.0%, Memory: 0.0%
  PID: 35, Name: kworker/4:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 36, Name: cpuhp/6, CPU: 0.0%, Memory: 0.0%
  PID: 37, Name: idle_inject/6, CPU: 0.0%, Memory: 0.0%
  PID: 38, Name: migration/6, CPU: 0.0%, Memory: 0.0%
  PID: 39, Name: ksoftirqd/6, CPU: 0.0%, Memory: 0.0%
  PID: 41, Name: kworker/6:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 42, Name: cpuhp/8, CPU: 0.0%, Memory: 0.0%
  PID: 43, Name: idle_inject/8, CPU: 0.0%, Memory: 0.0%
  PID: 44, Name: migration/8, CPU: 0.1%, Memory: 0.0%
  PID: 45, Name: ksoftirqd/8, CPU: 0.0%, Memory: 0.0%
  PID: 47, Name: kworker/8:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 48, Name: cpuhp/9, CPU: 0.0%, Memory: 0.0%
  PID: 49, Name: idle_inject/9, CPU: 0.0%, Memory: 0.0%
  PID: 50, Name: migration/9, CPU: 0.1%, Memory: 0.0%
  PID: 51, Name: ksoftirqd/9, CPU: 0.0%, Memory: 0.0%
  PID: 53, Name: kworker/9:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 54, Name: cpuhp/10, CPU: 0.0%, Memory: 0.0%
  PID: 55, Name: idle_inject/10, CPU: 0.0%, Memory: 0.0%
  PID: 56, Name: migration/10, CPU: 0.1%, Memory: 0.0%
  PID: 57, Name: ksoftirqd/10, CPU: 0.0%, Memory: 0.0%
  PID: 59, Name: kworker/10:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 60, Name: cpuhp/11, CPU: 0.0%, Memory: 0.0%
  PID: 61, Name: idle_inject/11, CPU: 0.0%, Memory: 0.0%
  PID: 62, Name: migration/11, CPU: 0.0%, Memory: 0.0%
  PID: 63, Name: ksoftirqd/11, CPU: 0.0%, Memory: 0.0%
  PID: 65, Name: kworker/11:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 66, Name: cpuhp/12, CPU: 0.0%, Memory: 0.0%
  PID: 67, Name: idle_inject/12, CPU: 0.0%, Memory: 0.0%
  PID: 68, Name: migration/12, CPU: 0.0%, Memory: 0.0%
  PID: 69, Name: ksoftirqd/12, CPU: 0.0%, Memory: 0.0%
  PID: 71, Name: kworker/12:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 72, Name: cpuhp/13, CPU: 0.0%, Memory: 0.0%
  PID: 73, Name: idle_inject/13, CPU: 0.0%, Memory: 0.0%
  PID: 74, Name: migration/13, CPU: 0.0%, Memory: 0.0%
  PID: 75, Name: ksoftirqd/13, CPU: 0.0%, Memory: 0.0%
  PID: 77, Name: kworker/13:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 78, Name: cpuhp/14, CPU: 0.0%, Memory: 0.0%
  PID: 79, Name: idle_inject/14, CPU: 0.0%, Memory: 0.0%
  PID: 80, Name: migration/14, CPU: 0.1%, Memory: 0.0%
  PID: 81, Name: ksoftirqd/14, CPU: 0.0%, Memory: 0.0%
  PID: 83, Name: kworker/14:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 84, Name: cpuhp/15, CPU: 0.0%, Memory: 0.0%
  PID: 85, Name: idle_inject/15, CPU: 0.0%, Memory: 0.0%
  PID: 86, Name: migration/15, CPU: 0.0%, Memory: 0.0%
  PID: 87, Name: ksoftirqd/15, CPU: 0.0%, Memory: 0.0%
  PID: 89, Name: kworker/15:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 90, Name: cpuhp/1, CPU: 0.0%, Memory: 0.0%
  PID: 91, Name: idle_inject/1, CPU: 0.0%, Memory: 0.0%
  PID: 92, Name: migration/1, CPU: 0.0%, Memory: 0.0%
  PID: 93, Name: ksoftirqd/1, CPU: 0.0%, Memory: 0.0%
  PID: 95, Name: kworker/1:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 96, Name: cpuhp/3, CPU: 0.0%, Memory: 0.0%
  PID: 97, Name: idle_inject/3, CPU: 0.0%, Memory: 0.0%
  PID: 98, Name: migration/3, CPU: 0.0%, Memory: 0.0%
  PID: 99, Name: ksoftirqd/3, CPU: 0.0%, Memory: 0.0%
  PID: 101, Name: kworker/3:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 102, Name: cpuhp/5, CPU: 0.0%, Memory: 0.0%
  PID: 103, Name: idle_inject/5, CPU: 0.0%, Memory: 0.0%
  PID: 104, Name: migration/5, CPU: 0.0%, Memory: 0.0%
  PID: 105, Name: ksoftirqd/5, CPU: 0.0%, Memory: 0.0%
  PID: 107, Name: kworker/5:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 108, Name: cpuhp/7, CPU: 0.0%, Memory: 0.0%
  PID: 109, Name: idle_inject/7, CPU: 0.0%, Memory: 0.0%
  PID: 110, Name: migration/7, CPU: 0.0%, Memory: 0.0%
  PID: 111, Name: ksoftirqd/7, CPU: 0.0%, Memory: 0.0%
  PID: 113, Name: kworker/7:0H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 125, Name: kdevtmpfs, CPU: 0.0%, Memory: 0.0%
  PID: 126, Name: kworker/R-inet_frag_wq, CPU: 0.0%, Memory: 0.0%
  PID: 127, Name: kauditd, CPU: 0.0%, Memory: 0.0%
  PID: 128, Name: khungtaskd, CPU: 0.0%, Memory: 0.0%
  PID: 129, Name: oom_reaper, CPU: 0.0%, Memory: 0.0%
  PID: 130, Name: kworker/R-writeback, CPU: 0.0%, Memory: 0.0%
  PID: 131, Name: kcompactd0, CPU: 0.0%, Memory: 0.0%
  PID: 132, Name: ksmd, CPU: 0.0%, Memory: 0.0%
  PID: 133, Name: khugepaged, CPU: 0.0%, Memory: 0.0%
  PID: 134, Name: kworker/R-kintegrityd, CPU: 0.0%, Memory: 0.0%
  PID: 135, Name: kworker/R-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 136, Name: kworker/R-blkcg_punt_bio, CPU: 0.0%, Memory: 0.0%
  PID: 138, Name: irq/9-acpi, CPU: 0.0%, Memory: 0.0%
  PID: 139, Name: kworker/15:1-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 142, Name: kworker/14:1-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 149, Name: kworker/R-tpm_dev_wq, CPU: 0.0%, Memory: 0.0%
  PID: 150, Name: kworker/R-edac-poller, CPU: 0.0%, Memory: 0.0%
  PID: 151, Name: kworker/R-devfreq_wq, CPU: 0.0%, Memory: 0.0%
  PID: 154, Name: kworker/13:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 155, Name: kswapd0, CPU: 0.0%, Memory: 0.0%
  PID: 163, Name: kworker/R-kthrotld, CPU: 0.0%, Memory: 0.0%
  PID: 167, Name: irq/123-pciehp, CPU: 0.0%, Memory: 0.0%
  PID: 168, Name: kworker/R-acpi_thermal_pm, CPU: 0.0%, Memory: 0.0%
  PID: 169, Name: hwrng, CPU: 0.0%, Memory: 0.0%
  PID: 170, Name: kworker/R-hfi-updates, CPU: 0.0%, Memory: 0.0%
  PID: 176, Name: kworker/R-mld, CPU: 0.0%, Memory: 0.0%
  PID: 177, Name: kworker/R-ipv6_addrconf, CPU: 0.0%, Memory: 0.0%
  PID: 178, Name: kworker/12:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 187, Name: kworker/R-kstrp, CPU: 0.0%, Memory: 0.0%
  PID: 248, Name: kworker/2:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 278, Name: kworker/14:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 279, Name: kworker/10:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 291, Name: kworker/9:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 333, Name: kworker/0:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 334, Name: kworker/8:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 335, Name: kworker/4:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 336, Name: kworker/7:1H-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 337, Name: kworker/3:1H-events_highpri, CPU: 0.1%, Memory: 0.0%
  PID: 339, Name: kworker/6:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 340, Name: kworker/5:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 341, Name: kworker/15:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 342, Name: kworker/R-cryptd, CPU: 0.0%, Memory: 0.0%
  PID: 343, Name: kworker/11:1H-events_highpri, CPU: 0.0%, Memory: 0.0%
  PID: 394, Name: watchdogd, CPU: 0.0%, Memory: 0.0%
  PID: 399, Name: kworker/1:1H-kblockd, CPU: 0.0%, Memory: 0.0%
  PID: 429, Name: irq/177-ELAN0518:01, CPU: 0.7%, Memory: 0.0%
  PID: 431, Name: kworker/R-USBC000:00-con1, CPU: 0.0%, Memory: 0.0%
  PID: 436, Name: kworker/R-nvme-wq, CPU: 0.0%, Memory: 0.0%
  PID: 437, Name: kworker/R-nvme-reset-wq, CPU: 0.0%, Memory: 0.0%
  PID: 438, Name: kworker/R-nvme-delete-wq, CPU: 0.0%, Memory: 0.0%
  PID: 439, Name: kworker/R-nvme-auth-wq, CPU: 0.0%, Memory: 0.0%
  PID: 441, Name: kworker/R-ata_sff, CPU: 0.0%, Memory: 0.0%
  PID: 443, Name: scsi_eh_0, CPU: 0.0%, Memory: 0.0%
  PID: 444, Name: kworker/R-scsi_tmf_0, CPU: 0.0%, Memory: 0.0%
  PID: 445, Name: kworker/R-ttm, CPU: 0.0%, Memory: 0.0%
  PID: 446, Name: card0-crtc0, CPU: 0.0%, Memory: 0.0%
  PID: 447, Name: card0-crtc1, CPU: 0.0%, Memory: 0.0%
  PID: 448, Name: card0-crtc2, CPU: 0.0%, Memory: 0.0%
  PID: 449, Name: card0-crtc3, CPU: 0.0%, Memory: 0.0%
  PID: 506, Name: jbd2/nvme0n1p7-8, CPU: 0.0%, Memory: 0.0%
  PID: 507, Name: kworker/R-ext4-rsv-conversion, CPU: 0.0%, Memory: 0.0%
  PID: 572, Name: systemd-journald, CPU: 0.1%, Memory: 0.11180191904237452%
  PID: 593, Name: systemd-timesyncd, CPU: 0.0%, Memory: 0.050800960988991714%
  PID: 596, Name: systemd-udevd, CPU: 0.0%, Memory: 0.06739461474984258%
  PID: 625, Name: psimon, CPU: 0.0%, Memory: 0.0%
  PID: 765, Name: irq/16-processor_thermal_device_pci, CPU: 0.0%, Memory: 0.0%
  PID: 771, Name: kworker/R-cfg80211, CPU: 0.0%, Memory: 0.0%
  PID: 773, Name: irq/191-iwlwifi:default_queue, CPU: 0.2%, Memory: 0.0%
  PID: 774, Name: irq/192-iwlwifi:queue_1, CPU: 0.0%, Memory: 0.0%
  PID: 775, Name: irq/193-iwlwifi:queue_2, CPU: 0.1%, Memory: 0.0%
  PID: 776, Name: irq/194-iwlwifi:queue_3, CPU: 0.0%, Memory: 0.0%
  PID: 777, Name: irq/195-iwlwifi:queue_4, CPU: 0.0%, Memory: 0.0%
  PID: 778, Name: irq/196-iwlwifi:queue_5, CPU: 0.3%, Memory: 0.0%
  PID: 779, Name: irq/197-iwlwifi:queue_6, CPU: 0.0%, Memory: 0.0%
  PID: 780, Name: irq/198-iwlwifi:queue_7, CPU: 0.0%, Memory: 0.0%
  PID: 781, Name: irq/199-iwlwifi:queue_8, CPU: 0.0%, Memory: 0.0%
  PID: 782, Name: irq/200-iwlwifi:queue_9, CPU: 0.0%, Memory: 0.0%
  PID: 783, Name: irq/201-iwlwifi:queue_10, CPU: 0.0%, Memory: 0.0%
  PID: 784, Name: irq/202-iwlwifi:queue_11, CPU: 0.0%, Memory: 0.0%
  PID: 785, Name: irq/203-iwlwifi:queue_12, CPU: 0.0%, Memory: 0.0%
  PID: 786, Name: irq/204-iwlwifi:queue_13, CPU: 0.0%, Memory: 0.0%
  PID: 787, Name: irq/205-iwlwifi:queue_14, CPU: 0.0%, Memory: 0.0%
  PID: 788, Name: irq/206-iwlwifi:exception, CPU: 0.0%, Memory: 0.0%
  PID: 814, Name: irq/207-AudioDSP, CPU: 0.0%, Memory: 0.0%
  PID: 835, Name: haveged, CPU: 0.0%, Memory: 0.040227793300293635%
  PID: 856, Name: nv_queue, CPU: 0.0%, Memory: 0.0%
  PID: 857, Name: nv_queue, CPU: 0.0%, Memory: 0.0%
  PID: 864, Name: kworker/R-rpciod, CPU: 0.0%, Memory: 0.0%
  PID: 865, Name: kworker/R-xprtiod, CPU: 0.0%, Memory: 0.0%
  PID: 868, Name: nvidia-modeset/kthread_q, CPU: 0.0%, Memory: 0.0%
  PID: 869, Name: nvidia-modeset/deferred_close_kthread_q, CPU: 0.0%, Memory: 0.0%
  PID: 882, Name: accounts-daemon, CPU: 0.0%, Memory: 0.04547706008221198%
  PID: 883, Name: cron, CPU: 0.0%, Memory: 0.016668287885712264%
  PID: 884, Name: dbus-daemon, CPU: 0.0%, Memory: 0.04487998708332079%
  PID: 886, Name: polkitd, CPU: 0.0%, Memory: 0.06040388505449162%
  PID: 889, Name: smartd, CPU: 0.0%, Memory: 0.03388389268707479%
  PID: 894, Name: systemd-logind, CPU: 0.0%, Memory: 0.05853803193295666%
  PID: 958, Name: NetworkManager, CPU: 0.0%, Memory: 0.12003655081874878%
  PID: 1016, Name: ModemManager, CPU: 0.0%, Memory: 0.07241997915717673%
  PID: 1020, Name: boltd, CPU: 0.0%, Memory: 0.046148767205964565%
  PID: 1095, Name: wpa_supplicant, CPU: 0.0%, Memory: 0.07513168569380753%
  PID: 1113, Name: gdm3, CPU: 0.0%, Memory: 0.05450778919044116%
  PID: 1129, Name: psimon, CPU: 0.0%, Memory: 0.0%
  PID: 1164, Name: rtkit-daemon, CPU: 0.0%, Memory: 0.019081457922897477%
  PID: 1192, Name: irq/208-nvidia, CPU: 0.1%, Memory: 0.0%
  PID: 1194, Name: nv_queue, CPU: 0.0%, Memory: 0.0%
  PID: 1272, Name: colord, CPU: 0.0%, Memory: 0.08655070679760146%
  PID: 1376, Name: upowerd, CPU: 0.0%, Memory: 0.06182193342685818%
  PID: 1503, Name: pcscd, CPU: 0.0%, Memory: 0.04766632774481299%
  PID: 1649, Name: ollama, CPU: 0.0%, Memory: 0.2935111350382587%
  PID: 1689, Name: kworker/R-iprt-VBoxWQueue, CPU: 0.0%, Memory: 0.0%
  PID: 1693, Name: iprt-VBoxTscThread, CPU: 0.0%, Memory: 0.0%
  PID: 1725, Name: power-profiles-daemon, CPU: 0.0%, Memory: 0.04002876896732991%
  PID: 1736, Name: UVM global queue, CPU: 0.0%, Memory: 0.0%
  PID: 1737, Name: UVM deferred release queue, CPU: 0.0%, Memory: 0.0%
  PID: 1738, Name: UVM Tools Event Queue, CPU: 0.0%, Memory: 0.0%
  PID: 1740, Name: vidmem lazy free, CPU: 0.0%, Memory: 0.0%
  PID: 1741, Name: UVM GPU1 BH, CPU: 0.0%, Memory: 0.0%
  PID: 1742, Name: UVM GPU1 KC, CPU: 0.0%, Memory: 0.0%
  PID: 1779, Name: gdm-session-worker, CPU: 0.0%, Memory: 0.06321510375760428%
  PID: 1804, Name: systemd, CPU: 0.0%, Memory: 0.08520729255009629%
  PID: 1806, Name: (sd-pam), CPU: 0.0%, Memory: 0.0235346273729609%
  PID: 1824, Name: mpris-proxy, CPU: 0.0%, Memory: 0.020723408669848238%
  PID: 1825, Name: pipewire, CPU: 0.0%, Memory: 0.10055704422992386%
  PID: 1826, Name: pipewire, CPU: 0.0%, Memory: 0.03226681998174449%
  PID: 1828, Name: wireplumber, CPU: 0.0%, Memory: 0.11073216325269447%
  PID: 1829, Name: pipewire-pulse, CPU: 0.0%, Memory: 0.12600728080766063%
  PID: 1830, Name: gnome-keyring-daemon, CPU: 0.0%, Memory: 0.06090144588690094%
  PID: 1831, Name: dbus-daemon, CPU: 0.1%, Memory: 0.03905852534413173%
  PID: 1864, Name: gdm-x-session, CPU: 0.0%, Memory: 0.03898389121927033%
  PID: 1866, Name: Xorg, CPU: 10.9%, Memory: 1.1401357694243395%
  PID: 1879, Name: gnome-session-binary, CPU: 0.0%, Memory: 0.09040680324877369%
  PID: 1954, Name: xdg-permission-store, CPU: 0.0%, Memory: 0.038585842553342874%
  PID: 1966, Name: at-spi-bus-launcher, CPU: 0.0%, Memory: 0.04463120666711613%
  PID: 1973, Name: dbus-daemon, CPU: 0.0%, Memory: 0.029455601278631824%
  PID: 1983, Name: gcr-ssh-agent, CPU: 0.0%, Memory: 0.04455657254225473%
  PID: 1984, Name: gnome-session-ctl, CPU: 0.0%, Memory: 0.032888771022256146%
  PID: 2000, Name: gvfsd, CPU: 0.0%, Memory: 0.04910925415880002%
  PID: 2008, Name: gvfsd-fuse, CPU: 0.0%, Memory: 0.04177023188076253%
  PID: 2011, Name: gnome-session-binary, CPU: 0.0%, Memory: 0.0987658252332503%
  PID: 2070, Name: dconf-service, CPU: 0.0%, Memory: 0.035376575184302754%
  PID: 2071, Name: gnome-shell, CPU: 24.7%, Memory: 2.737579699916086%
  PID: 2097, Name: mutter-x11-frames, CPU: 0.1%, Memory: 0.8599095086114098%
  PID: 2100, Name: at-spi2-registryd, CPU: 0.4%, Memory: 0.04455657254225473%
  PID: 2112, Name: xdg-desktop-portal, CPU: 0.0%, Memory: 0.16705604948142966%
  PID: 2117, Name: xdg-document-portal, CPU: 0.0%, Memory: 0.04274047550396071%
  PID: 2123, Name: fusermount3, CPU: 0.0%, Memory: 0.010971216354625536%
  PID: 2143, Name: gnome-shell-calendar-server, CPU: 0.0%, Memory: 0.11458825970386671%
  PID: 2153, Name: evolution-source-registry, CPU: 0.0%, Memory: 0.3882467175289935%
  PID: 2162, Name: gjs, CPU: 0.0%, Memory: 0.17650970529720678%
  PID: 2178, Name: ibus-daemon, CPU: 0.9%, Memory: 0.06717071237525839%
  PID: 2179, Name: gsd-a11y-settings, CPU: 0.0%, Memory: 0.04057608588298016%
  PID: 2182, Name: gsd-color, CPU: 0.0%, Memory: 0.14989020076330806%
  PID: 2184, Name: gsd-datetime, CPU: 0.0%, Memory: 0.06008047051342556%
  PID: 2185, Name: gsd-housekeeping, CPU: 0.0%, Memory: 0.05430876485747743%
  PID: 2190, Name: gsd-keyboard, CPU: 0.0%, Memory: 0.144441909648426%
  PID: 2192, Name: gsd-media-keys, CPU: 0.0%, Memory: 0.16538922069285844%
  PID: 2193, Name: gsd-power, CPU: 0.0%, Memory: 0.16956873168509673%
  PID: 2199, Name: gsd-print-notifications, CPU: 0.0%, Memory: 0.06652388329312628%
  PID: 2204, Name: gsd-rfkill, CPU: 0.0%, Memory: 0.04087462238242576%
  PID: 2208, Name: gsd-screensaver-proxy, CPU: 0.0%, Memory: 0.037565842846903764%
  PID: 2210, Name: gsd-sharing, CPU: 0.0%, Memory: 0.07097705274318969%
  PID: 2212, Name: gsd-smartcard, CPU: 0.0%, Memory: 0.08157509847350825%
  PID: 2217, Name: gsd-sound, CPU: 0.0%, Memory: 0.05550291085525981%
  PID: 2218, Name: kdeconnectd, CPU: 0.2%, Memory: 0.40792524845078215%
  PID: 2219, Name: gsd-usb-protection, CPU: 0.0%, Memory: 0.04296437787854491%
  PID: 2220, Name: gsd-wacom, CPU: 0.0%, Memory: 0.15188044409294538%
  PID: 2223, Name: gsd-xsettings, CPU: 0.0%, Memory: 0.17636043704748397%
  PID: 2225, Name: gsd-disk-utility-notify, CPU: 0.0%, Memory: 0.04181998796400346%
  PID: 2258, Name: evolution-alarm-notify, CPU: 0.0%, Memory: 0.5151993639182318%
  PID: 2287, Name: udisksd, CPU: 0.0%, Memory: 0.08771997475376336%
  PID: 2308, Name: gsd-printer, CPU: 0.0%, Memory: 0.09045655933201463%
  PID: 2313, Name: ibus-memconf, CPU: 0.0%, Memory: 0.04383510933526122%
  PID: 2317, Name: ibus-extension-gtk3, CPU: 0.2%, Memory: 0.20347750241379198%
  PID: 2320, Name: gjs, CPU: 0.0%, Memory: 0.17837555841874173%
  PID: 2322, Name: ibus-x11, CPU: 0.0%, Memory: 0.07552973435973499%
  PID: 2328, Name: ibus-portal, CPU: 0.0%, Memory: 0.044208279959568206%
  PID: 2382, Name: tracker-miner-fs-3, CPU: 0.0%, Memory: 0.19658628488492288%
  PID: 2384, Name: xdg-desktop-portal-gnome, CPU: 0.2%, Memory: 0.7794788000524429%
  PID: 2410, Name: gvfs-udisks2-volume-monitor, CPU: 0.0%, Memory: 0.07199705244962881%
  PID: 2424, Name: goa-daemon, CPU: 0.0%, Memory: 0.1571794669581046%
  PID: 2433, Name: gvfs-gphoto2-volume-monitor, CPU: 0.0%, Memory: 0.043312670461231426%
  PID: 2443, Name: goa-identity-service, CPU: 0.0%, Memory: 0.0555775449801212%
  PID: 2453, Name: evolution-calendar-factory, CPU: 0.0%, Memory: 0.1574033693326888%
  PID: 2461, Name: gvfs-mtp-volume-monitor, CPU: 0.0%, Memory: 0.041123402798630415%
  PID: 2470, Name: gvfs-afc-volume-monitor, CPU: 0.0%, Memory: 0.05060193665602799%
  PID: 2477, Name: gvfs-goa-volume-monitor, CPU: 0.0%, Memory: 0.039456574010059184%
  PID: 2492, Name: evolution-addressbook-factory, CPU: 0.0%, Memory: 0.1888740919825784%
  PID: 2528, Name: ibus-engine-simple, CPU: 0.1%, Memory: 0.04557657224869384%
  PID: 2583, Name: xdg-desktop-portal-gtk, CPU: 0.0%, Memory: 0.17548970559076765%
  PID: 2597, Name: gvfsd-trash, CPU: 0.0%, Memory: 0.055701935188223535%
  PID: 2611, Name: gvfsd-recent, CPU: 0.0%, Memory: 0.06179705538523772%
  PID: 2713, Name: gvfsd-metadata, CPU: 0.0%, Memory: 0.041869744047244396%
  PID: 4464, Name: gvfsd-http, CPU: 0.0%, Memory: 0.057741934601101746%
  PID: 4473, Name: chrome, CPU: 5.5%, Memory: 3.627143834139092%
  PID: 4478, Name: cat, CPU: 0.0%, Memory: 0.00987658252332503%
  PID: 4479, Name: cat, CPU: 0.0%, Memory: 0.011642923478378121%
  PID: 4481, Name: chrome_crashpad_handler, CPU: 0.0%, Memory: 0.020947311044432433%
  PID: 4483, Name: chrome_crashpad_handler, CPU: 0.0%, Memory: 0.020947311044432433%
  PID: 4489, Name: chrome, CPU: 0.0%, Memory: 0.4055618344968379%
  PID: 4490, Name: chrome, CPU: 0.0%, Memory: 0.40916915053180547%
  PID: 4492, Name: chrome, CPU: 0.0%, Memory: 0.11991216061064645%
  PID: 4526, Name: chrome, CPU: 10.3%, Memory: 1.511564930817898%
  PID: 4528, Name: chrome, CPU: 0.9%, Memory: 0.8852353549810442%
  PID: 4537, Name: chrome, CPU: 0.0%, Memory: 0.38337062137138217%
  PID: 4879, Name: gvfsd-network, CPU: 0.0%, Memory: 0.05189559482029222%
  PID: 4885, Name: gvfsd-dnssd, CPU: 0.0%, Memory: 0.052467789777562945%
  PID: 4891, Name: gvfsd-wsdd, CPU: 0.0%, Memory: 0.05137315594626243%
  PID: 4896, Name: python3, CPU: 0.0%, Memory: 0.19725799200867544%
  PID: 5408, Name: chrome, CPU: 0.0%, Memory: 0.5294544817667589%
  PID: 8262, Name: kworker/R-uas, CPU: 0.0%, Memory: 0.0%
  PID: 8392, Name: fwupd, CPU: 0.0%, Memory: 0.2861721127602212%
  PID: 9710, Name: chrome, CPU: 0.0%, Memory: 0.7633329510407605%
  PID: 13021, Name: kworker/7:0-mm_percpu_wq, CPU: 0.0%, Memory: 0.0%
  PID: 16751, Name: code, CPU: 2.7%, Memory: 1.3925483797055882%
  PID: 16757, Name: code, CPU: 0.0%, Memory: 0.30373601014427026%
  PID: 16758, Name: code, CPU: 0.0%, Memory: 0.3043579611847819%
  PID: 16760, Name: code, CPU: 0.0%, Memory: 0.07550485631811452%
  PID: 16786, Name: chrome_crashpad_handler, CPU: 0.0%, Memory: 0.01925560421424074%
  PID: 16803, Name: code, CPU: 9.6%, Memory: 1.064033840107334%
  PID: 16806, Name: code, CPU: 0.0%, Memory: 0.46631401213401596%
  PID: 16847, Name: code, CPU: 13.7%, Memory: 4.229789514353262%
  PID: 16890, Name: code, CPU: 1.9%, Memory: 4.2994480308905665%
  PID: 16900, Name: code, CPU: 5.1%, Memory: 0.9649694783746379%
  PID: 16901, Name: code, CPU: 0.2%, Memory: 0.7737568504797356%
  PID: 16959, Name: code, CPU: 1.3%, Memory: 0.7457441756150909%
  PID: 16976, Name: pet, CPU: 0.0%, Memory: 0.0293312110705295%
  PID: 17164, Name: code, CPU: 0.0%, Memory: 0.9497192388612923%
  PID: 17191, Name: code, CPU: 0.0%, Memory: 0.6214037235960015%
  PID: 17206, Name: zsh, CPU: 0.0%, Memory: 0.03480438022703203%
  PID: 17325, Name: code, CPU: 0.0%, Memory: 0.5040291232306425%
  PID: 17419, Name: code, CPU: 0.1%, Memory: 4.823379587417582%
  PID: 17426, Name: python, CPU: 0.0%, Memory: 0.2928394279145061%
  PID: 17432, Name: zsh, CPU: 0.0%, Memory: 0.037441452638801435%
  PID: 20039, Name: code, CPU: 0.0%, Memory: 0.5387091132495723%
  PID: 20049, Name: code, CPU: 0.0%, Memory: 1.0791596894125772%
  PID: 20082, Name: code, CPU: 0.0%, Memory: 1.3087591355278585%
  PID: 20417, Name: irq/190-mei_me, CPU: 0.0%, Memory: 0.0%
  PID: 20418, Name: nvidia, CPU: 0.0%, Memory: 0.0%
  PID: 20422, Name: kworker/14:2-events, CPU: 0.0%, Memory: 0.0%
  PID: 20442, Name: kworker/6:6-events, CPU: 0.0%, Memory: 0.0%
  PID: 20725, Name: gjs, CPU: 2.0%, Memory: 0.42519060933538555%
  PID: 21277, Name: code, CPU: 0.0%, Memory: 0.6064271425404809%
  PID: 22208, Name: code, CPU: 0.2%, Memory: 0.8064217191274077%
  PID: 22234, Name: code, CPU: 0.0%, Memory: 0.5412964295781008%
  PID: 22243, Name: code, CPU: 0.0%, Memory: 0.6088651906192866%
  PID: 24545, Name: chrome, CPU: 42.5%, Memory: 8.665967261989909%
